S.No,Model,Category Code,Category,Estimated Energy (kWh),Avg CO2 Emission (g),Tokens Used,Grid Intensity (gCO2/kWh),Measurement Method,Source Reference,Experiment Batch ID
1301,Claude 3,G2,General Medium,0.001266,0.48513,944,240,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-15
1302,Grok-1.5,R2,Reasoning Logical,0.00135,0.532,1059,20,eco2AI-based regional factor estimation,Based on eco2AI methodology,B2025-Q1-EXP-6
1303,Claude 3,R1,Reasoning Basic,0.001044,0.435,1095,625,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-9
1304,GPT-4,M3,Math Calculus,0.0016,0.81056,354,625,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-9
1305,Grok-1.5,P2,Physics Mechanics,0.0016,0.78956,363,623,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-7
1306,Llama-3 70B,G1,General Short,0.00037,0.16762,528,419,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-7
1307,Grok-1.5,P3,Physics EM,0.001691,0.53,1450,419,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-3
1308,Claude 3,R2,Reasoning Logical,0.001,0.34,279,240,Category-adjusted FLOPs approximation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-15
1309,Grok-1.5,R1,Reasoning Basic,0.00135,0.543,1652,625,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-7
1310,GPT-4,P4,Physics Quantum,0.00214,1.19,324,240,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-6
1311,Llama-3 70B,P2,Physics Mechanics,0.000314,0.1,484,20,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-6
1312,GPT-4,M1,Math Basic,0.00108,0.553,1437,419,eco2AI-based regional factor estimation,Modeled from datacenter regional emissions,B2025-Q1-EXP-12
1313,GPT-4,C5,Code LeetCode Hard,0.00221,0.75,624,625,Estimated via token-energy scaling,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-10
1314,GPT-4,G2,General Medium,0.0009,0.43,635,419,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-4
1315,GPT-4,G2,General Medium,0.00099,0.4492,978,20,eco2AI-based regional factor estimation,Based on eco2AI methodology,B2025-Q1-EXP-6
1316,Llama-3 70B,P4,Physics Quantum,0.0007429,0.37,414,240,Hardware-level proportional compute estimate,Modeled from datacenter regional emissions,B2025-Q1-EXP-12
1317,GPT-4,M5,Math Olympiad,0.002259,0.9316,746,623,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-1
1318,Claude 3,M5,Math Olympiad,0.0027,1.1771,1291,20,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-3
1319,Claude 3,P1,Physics Basic,0.000973,0.3469,475,240,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-3
1320,GPT-4,M1,Math Basic,0.000913,,111,240,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-7
1321,Grok-1.5,C3,Code DS/Algo,0.0014,0.657,1330,419,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-1
1322,GPT-4,M4,Math Advanced,0.0020684,1.1344,149,623,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-7
1323,Grok-1.5,M5,Math Olympiad,0.0033858,1.13,442,623,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-8
1324,Llama-3 70B,M2,Math Algebra,0.000426,0.21,1731,623,Estimated via token-energy scaling,Estimated using carbon intensity tables,B2025-Q1-EXP-15
1325,Llama-3 70B,G1,General Short,0.0003451,0.14,347,625,Category-adjusted FLOPs approximation,Based on eco2AI methodology,B2025-Q1-EXP-3
1326,Llama-3 70B,M4,Math Advanced,0.00059,0.18059,1232,625,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-2
1327,Claude 3,P2,Physics Mechanics,0.0011896,0.6917,778,240,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-12
1328,Llama-3 70B,P1,Physics Basic,0.0004,0.18412,1263,419,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-13
1329,Llama-3 70B,M1,Math Basic,0.0004,0.1401,950,419,Estimated via token-energy scaling,Modeled from datacenter regional emissions,B2025-Q1-EXP-9
1330,Claude 3,G2,General Medium,0.001064,0.5007,1025,419,Category-adjusted FLOPs approximation,Based on eco2AI methodology,B2025-Q1-EXP-11
1331,Llama-3 70B,M1,Math Basic,0.00033,0.1042,531,20,Estimated via token-energy scaling,Modeled from datacenter regional emissions,B2025-Q1-EXP-10
1332,Llama-3 70B,G1,General Short,0.00031,0.14599,519,240,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-3
1333,Grok-1.5,C4,Code LeetCode Easy,0.00126,0.38605,368,20,eco2AI-based regional factor estimation,Modeled from datacenter regional emissions,B2025-Q1-EXP-12
1334,Grok-1.5,M2,Math Algebra,0.001696,0.941,1228,20,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-15
1335,Grok-1.5,G2,General Medium,0.0016,0.6411,1223,419,Hardware-level proportional compute estimate,Modeled from datacenter regional emissions,B2025-Q1-EXP-4
1336,Claude 3,R3,Reasoning Puzzle,0.00228,1.3925,275,240,Estimated via token-energy scaling,Estimated using carbon intensity tables,B2025-Q1-EXP-12
1337,Grok-1.5,C2,Code API/JSON,0.0019,1.114,1283,419,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-4
1338,Llama-3 70B,G3,General Long,0.00037,0.132,165,240,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-4
1339,Grok-1.5,P4,Physics Quantum,0.0034,1.51425,576,623,Category-adjusted FLOPs approximation,Based on eco2AI methodology,B2025-Q1-EXP-1
1340,Llama-3 70B,C2,Code API/JSON,0.000416,,754,419,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-14
1341,Llama-3 70B,R3,Reasoning Puzzle,0.0006,0.335,1522,419,eco2AI-based regional factor estimation,Based on eco2AI methodology,B2025-Q1-EXP-12
1342,GPT-4,C1,Code Basic,0.0009711,0.51724,1722,240,Estimated via token-energy scaling,Estimated using carbon intensity tables,B2025-Q1-EXP-7
1343,Claude 3,R3,Reasoning Puzzle,0.001618,0.751,690,20,Category-adjusted FLOPs approximation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-8
1344,GPT-4,M2,Math Algebra,0.0011063,0.60665,1436,625,Category-adjusted FLOPs approximation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-7
1345,Claude 3,P3,Physics EM,0.0011,0.427,439,240,Category-adjusted FLOPs approximation,Based on eco2AI methodology,B2025-Q1-EXP-12
1346,Claude 3,C1,Code Basic,0.001062,0.42565,538,20,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-5
1347,GPT-4,G2,General Medium,0.0008,0.39089,1004,625,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-15
1348,Grok-1.5,P4,Physics Quantum,0.00316,1.7536,1750,625,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-13
1349,GPT-4,M2,Math Algebra,0.001167,0.49121,1493,240,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-15
1350,Llama-3 70B,C1,Code Basic,0.000368,0.1607,1706,419,Estimated via token-energy scaling,Based on eco2AI methodology,B2025-Q1-EXP-9
1351,GPT-4,P1,Physics Basic,0.0010438,0.444,994,625,Estimated via token-energy scaling,Based on eco2AI methodology,B2025-Q1-EXP-10
1352,Grok-1.5,M3,Math Calculus,0.002418,0.925,1390,419,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-2
1353,Claude 3,R1,Reasoning Basic,0.0010254,0.35,1283,20,eco2AI-based regional factor estimation,Based on eco2AI methodology,B2025-Q1-EXP-2
1354,Llama-3 70B,R2,Reasoning Logical,0.000335,0.16757,1243,240,Hardware-level proportional compute estimate,Modeled from datacenter regional emissions,B2025-Q1-EXP-13
1355,GPT-4,C1,Code Basic,0.0009439,0.4563,903,240,Estimated via token-energy scaling,Based on eco2AI methodology,B2025-Q1-EXP-10
1356,Grok-1.5,M4,Math Advanced,0.002845,1.7362,257,419,Estimated via token-energy scaling,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-8
1357,GPT-4,C2,Code API/JSON,0.0011,0.4814,1626,623,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-13
1358,Llama-3 70B,G2,General Medium,0.000404,0.12,1743,623,eco2AI-based regional factor estimation,Based on eco2AI methodology,B2025-Q1-EXP-3
1359,Grok-1.5,R3,Reasoning Puzzle,0.003008,1.06,318,240,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-10
1360,Claude 3,P3,Physics EM,0.0010707,0.551,123,20,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-15
1361,Llama-3 70B,P1,Physics Basic,0.000368,0.12824,1132,625,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-1
1362,Grok-1.5,C4,Code LeetCode Easy,0.0015,0.66,592,240,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-5
1363,Llama-3 70B,P1,Physics Basic,0.0003,0.1848,1781,240,Estimated via token-energy scaling,Estimated using carbon intensity tables,B2025-Q1-EXP-13
1364,Grok-1.5,G1,General Short,0.0012,0.547,394,240,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-8
1365,Claude 3,G2,General Medium,0.0009,0.4667,905,623,Hardware-level proportional compute estimate,Modeled from datacenter regional emissions,B2025-Q1-EXP-14
1366,GPT-4,C3,Code DS/Algo,0.0010589,0.58041,1742,625,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-11
1367,GPT-4,G3,General Long,0.000852,0.45059,615,20,Estimated via token-energy scaling,Modeled from datacenter regional emissions,B2025-Q1-EXP-7
1368,Grok-1.5,R1,Reasoning Basic,0.00125,0.54,1544,625,Estimated via token-energy scaling,Estimated using carbon intensity tables,B2025-Q1-EXP-3
1369,GPT-4,M3,Math Calculus,0.001614,0.78444,1249,240,Hardware-level proportional compute estimate,Modeled from datacenter regional emissions,B2025-Q1-EXP-4
1370,GPT-4,C4,Code LeetCode Easy,0.0008285,0.2879,1573,240,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-12
1371,Llama-3 70B,M1,Math Basic,0.0003876,0.17733,1668,240,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-10
1372,Llama-3 70B,C2,Code API/JSON,0.0005,0.218,1351,623,Category-adjusted FLOPs approximation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-10
1373,Grok-1.5,C4,Code LeetCode Easy,0.0012636,0.7127,117,623,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-5
1374,Grok-1.5,M5,Math Olympiad,0.00364,1.47,1018,240,Estimated via token-energy scaling,Based on eco2AI methodology,B2025-Q1-EXP-1
1375,GPT-4,R1,Reasoning Basic,0.000997,0.44,241,625,Estimated via token-energy scaling,Modeled from datacenter regional emissions,B2025-Q1-EXP-15
1376,GPT-4,C1,Code Basic,0.001,0.43,408,419,Estimated via token-energy scaling,Estimated using carbon intensity tables,B2025-Q1-EXP-6
1377,Claude 3,C1,Code Basic,0.0011971,0.72,1131,240,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-10
1378,Grok-1.5,R3,Reasoning Puzzle,0.0023956,0.741,736,20,eco2AI-based regional factor estimation,Modeled from datacenter regional emissions,B2025-Q1-EXP-3
1379,Llama-3 70B,G1,General Short,0.000332,0.12679,768,623,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-9
1380,GPT-4,P3,Physics EM,0.00111,0.57638,1763,240,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-13
1381,Llama-3 70B,R3,Reasoning Puzzle,0.0006,0.3283,146,240,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-8
1382,GPT-4,M3,Math Calculus,0.0016139,0.862,1292,623,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-6
1383,GPT-4,G1,General Short,0.001013,0.4,652,419,eco2AI-based regional factor estimation,Modeled from datacenter regional emissions,B2025-Q1-EXP-4
1384,Claude 3,C2,Code API/JSON,0.0014015,0.59,808,419,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-1
1385,Llama-3 70B,P3,Physics EM,0.000368,0.20339,1403,623,Estimated via token-energy scaling,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-9
1386,GPT-4,M3,Math Calculus,0.0013858,0.5875,971,20,eco2AI-based regional factor estimation,Based on eco2AI methodology,B2025-Q1-EXP-8
1387,Claude 3,C5,Code LeetCode Hard,0.00271,0.89,366,623,Category-adjusted FLOPs approximation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-15
1388,GPT-4,P4,Physics Quantum,0.0022081,1.193,131,419,Estimated via token-energy scaling,Estimated using carbon intensity tables,B2025-Q1-EXP-4
1389,Claude 3,G2,General Medium,0.00108,0.6128,676,240,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-11
1390,GPT-4,G1,General Short,0.00094,0.502,1686,20,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-14
1391,Claude 3,M4,Math Advanced,0.0022,0.867,1069,240,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-10
1392,GPT-4,M5,Math Olympiad,0.0022,1.36,829,419,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-13
1393,Llama-3 70B,M1,Math Basic,0.000354,0.14094,963,419,Category-adjusted FLOPs approximation,Based on eco2AI methodology,B2025-Q1-EXP-12
1394,Claude 3,G3,General Long,0.0009,0.3004,1111,240,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-11
1395,Grok-1.5,G3,General Long,0.001388,0.589,988,419,Estimated via token-energy scaling,Based on eco2AI methodology,B2025-Q1-EXP-8
1396,Claude 3,M1,Math Basic,0.00099,0.321,1537,20,Hardware-level proportional compute estimate,Modeled from datacenter regional emissions,B2025-Q1-EXP-2
1397,Claude 3,P3,Physics EM,0.00091,0.493,909,240,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-13
1398,Grok-1.5,C3,Code DS/Algo,0.00131,0.44147,1573,20,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-7
1399,Claude 3,C5,Code LeetCode Hard,0.002617,1.17,298,625,Category-adjusted FLOPs approximation,Based on eco2AI methodology,B2025-Q1-EXP-14
1400,Llama-3 70B,P1,Physics Basic,0.00031,0.18759,355,419,Estimated via token-energy scaling,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-4
1401,Claude 3,C2,Code API/JSON,0.0016,0.8872,402,419,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-9
1402,GPT-4,C5,Code LeetCode Hard,0.00188,0.631,424,240,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-10
1403,GPT-4,R3,Reasoning Puzzle,0.00153,0.61,1162,20,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-10
1404,Claude 3,C5,Code LeetCode Hard,0.00218,1.12,1628,625,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-14
1405,Claude 3,C1,Code Basic,0.0011,0.592,1724,240,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-10
1406,Claude 3,P3,Physics EM,0.0011,0.36347,1345,419,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-12
1407,Claude 3,R1,Reasoning Basic,0.001,0.43,538,623,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-7
1408,Grok-1.5,C1,Code Basic,0.0014899,0.581,795,419,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-15
1409,Grok-1.5,G1,General Short,0.0012,0.48368,690,419,Category-adjusted FLOPs approximation,Modeled from datacenter regional emissions,B2025-Q1-EXP-15
1410,Claude 3,C3,Code DS/Algo,0.001166,0.439,597,625,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-5
1411,Grok-1.5,G3,General Long,0.0014,0.63,1052,240,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-10
1412,Claude 3,M1,Math Basic,0.0008899,0.514,1107,623,Estimated via token-energy scaling,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-2
1413,Llama-3 70B,M5,Math Olympiad,0.000847,0.33,778,623,Hardware-level proportional compute estimate,Modeled from datacenter regional emissions,B2025-Q1-EXP-10
1414,Llama-3 70B,G2,General Medium,0.000389,0.17192,871,623,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-8
1415,Grok-1.5,C1,Code Basic,0.0014218,0.5404,721,625,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-13
1416,Claude 3,P3,Physics EM,0.001229,0.425,731,625,Category-adjusted FLOPs approximation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-7
1417,Grok-1.5,M5,Math Olympiad,0.003112,1.292,165,623,eco2AI-based regional factor estimation,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-4
1418,Claude 3,C4,Code LeetCode Easy,0.001254,0.6119,782,20,Hardware-level proportional compute estimate,Derived using MLCO2 factors (Lacoste et al.),B2025-Q1-EXP-4
1419,Grok-1.5,C3,Code DS/Algo,0.0015,0.73536,1242,623,Estimated via token-energy scaling,Modeled from datacenter regional emissions,B2025-Q1-EXP-6
1420,Llama-3 70B,G3,General Long,0.000363,0.14359,1111,625,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-4
1421,Claude 3,M4,Math Advanced,0.002291,1.123,1071,623,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-9
1422,Llama-3 70B,R2,Reasoning Logical,0.000354,0.138,606,623,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-9
1423,Grok-1.5,G2,General Medium,0.0016886,0.85,547,419,Hardware-level proportional compute estimate,Based on eco2AI methodology,B2025-Q1-EXP-9
1424,GPT-4,M3,Math Calculus,0.00159,0.6,1278,625,Category-adjusted FLOPs approximation,Estimated using carbon intensity tables,B2025-Q1-EXP-15
1425,Grok-1.5,P3,Physics EM,0.00159,0.67,1383,623,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-5
1426,GPT-4,G1,General Short,0.00083,0.503,1118,623,eco2AI-based regional factor estimation,Estimated using carbon intensity tables,B2025-Q1-EXP-13
1427,Claude 3,M2,Math Algebra,0.0013995,0.74,1439,240,Hardware-level proportional compute estimate,Modeled from datacenter regional emissions,B2025-Q1-EXP-12
1428,Claude 3,M2,Math Algebra,0.001229,0.68228,1749,623,Hardware-level proportional compute estimate,Estimated using carbon intensity tables,B2025-Q1-EXP-10
